NUMBER_KEY,PARCELID,ELEV_ZONE,BLDG_ZONE,ELEC_ZONE,MECH_ZONE,PLMB_ZONE,SIGN_ZONE,ENFC_ZONE
C04707416,062032  00003,1,5,1,3,1,3,3
C04798912,093416 B00013,2,16,13,8,7,5,5
CB190245,D0134  M00005,1,2,1,7,1,4,4
CZW201702,074066  00070,2,16,11,9,7,5,5
S0108935,088008  00177C,1,5,1,3,1,3,3
C2010024,058085  00003,2,16,15,5,7,2,2
C2010024,058085  00003,2,16,15,5,7,2,2
C2010350,079061  00200,2,10,10,10,6,10,10
M0750769,063037  00008,1,6,8,11,4,2,2
S0108770,088012  00141C,1,5,1,3,1,3,3
C2010393,073077  00001,2,16,11,9,7,5,5
C04671076,074013  00004,2,16,11,9,7,5,5
M0753082,070067  00011,1,2,1,7,1,4,4
S0108933,088008  00177C,1,5,1,3,1,3,3
E0736918,020093  00009,1,1,6,4,3,7,7
CZW171857,088066  00007,1,5,4,3,1,1,1
CZW171857,088066  00007,1,5,4,3,1,1,1
E0733757,081091  00133,2,16,13,8,8,8,8
CZW197963,D0137X A00091,1,2,1,7,1,3,3
M0755909,081091  00133,2,16,13,8,8,8,8
CB190086,D0134W C00020,1,2,1,7,1,4,4
SC006116,074001  00249,2,16,11,9,7,5,5
C2010469,D0223D B00023,1,17,9,6,5,1,1
B1113585,060090  00021,2,10,15,5,6,7,7
BC0015308,073022  00324,2,16,11,9,7,5,5
B1112511,091019 A00037,1,11,4,2,5,1,1
C1910691,061004  00047,2,10,15,5,9,7,7
C1910691,061004  00047,2,10,15,5,9,7,7
E0729198,D0209M A00026,1,11,4,2,5,9,9
E0729887,095100  00085,1,5,4,2,2,3,3
CB190245,D0134  M00005,1,2,1,7,1,4,4
E0730061,012050 A00074,2,1,6,4,3,7,7
M0747761,068025  00005,1,6,8,5,4,2,2
C2010352,088008  00248,1,5,1,3,1,3,3
B1118401,091019 A00036,1,11,4,2,5,1,1
E0735070,D0256R A00049,2,16,13,8,8,8,8
C2010352,088008  00248,1,5,1,3,1,3,3
M0752049,D0209M A00026,1,11,4,2,5,9,9
SC005551,085017  00072,1,5,2,3,1,3,3
M0747756,043077  00018,1,5,1,3,1,2,2
BC0015294,079042  00010C,2,10,11,9,6,5,5
SC006019,059057  00056,2,6,15,5,9,2,2
SC006019,059057  00056,2,6,15,5,9,2,2
SC006019,059057  00056,2,6,15,5,9,2,2
CZW171618,082062  00115,2,10,10,10,6,10,10
CZW171618,082062  00115,2,10,10,10,6,10,10
P0349617,D0108   00205,1,4,2,1,2,9,9
SC005551,085017  00072,1,5,2,3,1,3,3
E0720952,G0231T A00006,2,17,9,6,8,8,8
E0730834,G0219H A00033,1,15,9,6,5,1,1
E0706414,G0231T A00006,2,17,9,6,8,8,8
E0717918,020050  00006,1,1,7,11,9,7,7
M0749784,058154  00036,2,16,15,5,7,2,2
P0357965,068025  00005,1,6,8,5,4,2,2
M0747715,G0220J H00030,1,15,9,6,5,1,1
C1910495,015027  00002,2,10,7,5,9,7,7
P0360789,040029  00023,1,2,7,3,9,7,7
C1910622,038026  00009,1,6,7,11,4,2,2
CZW168484,D0256J A00008,2,16,13,8,8,8,8
CZW168484,D0256J A00008,2,16,13,8,8,8,8
P0360788,040029  00012,1,2,7,3,9,7,7
P0360786,040029  00012,1,2,7,3,9,7,7
E0696658,001012  00001C,1,1,6,4,3,7,7
M0755890,047024  00015,2,10,15,5,9,7,7
E0725614,093400  00555,2,16,13,8,7,5,5
P0360785,040029  00013,1,2,7,3,9,7,7
E0731817,072022 A00011,1,2,1,7,1,4,4
C1911212,047077  00044,2,10,15,5,7,2,2
C1911214,047073  00046,2,6,15,5,9,2,2
04707100,031089  00003,2,10,15,5,9,7,7
C2010514,031089  00003,2,10,15,5,9,7,7
C2010514,031089  00003,2,10,15,5,9,7,7
P0360787,040029  00013,1,2,7,3,9,7,7
P0361176,017063  00012,2,1,7,11,9,7,7
M0749333,093400  00406,2,16,11,9,7,5,5
C04758376,077001  00020,2,10,10,10,6,10,10
E0725612,093400  00555,2,16,13,8,7,5,5
M0747721,028044  00014,2,6,7,11,9,2,2
E0717915,028040  00059,2,6,7,11,9,2,2
S0108880,014014  00001,2,10,6,10,6,7,7
S0108769,078101  00011,2,10,10,10,6,10,10
C1910622,038026  00009,1,6,7,11,4,2,2
SC005793,075039  00044,2,10,10,10,6,10,10
S0108868,063056  00015C,1,6,8,11,4,2,2
E0713059,011032  00001,2,1,6,4,3,7,7
S0108867,063056  00015C,1,6,8,11,4,2,2
B1110915,077072  00029,2,10,10,10,6,10,10
P0351611,011032  00001,2,1,6,4,3,7,7
M0757015,081016  00007,2,17,8,5,7,1,1
C2010408,D0134  O00043,1,2,1,7,1,4,4
M0747702,D0255B C00061,2,16,13,8,7,8,8
M0700854,067075  00002,2,17,8,5,7,1,1
E0733361,093718 E00074,2,16,13,8,7,8,8
S0108938,044052  00002,1,6,7,11,4,2,2
S0108937,044052  00002,1,6,7,11,4,2,2
S0108932,G0220J R00002,1,15,9,6,5,1,1
S0108931,G0220J R00002,1,15,9,6,5,1,1
CB190060,088002  00003C,1,5,1,3,1,3,3
S0108936,091007  00026,1,15,9,6,5,1,1
E0735267,073041 F00074,2,16,11,9,7,5,5
M0698536,002128  00026C,2,1,6,4,3,7,7
CB190060,088002  00003C,1,5,1,3,1,3,3
E0735268,073041 F00074,2,16,11,9,7,5,5
M0691428,029009  00043,2,10,7,5,9,7,7
M0755817,072008  00008,1,2,1,7,1,4,4
C2010186,015010  00001,2,1,6,4,3,7,7
M0753052,028040  00059,2,6,7,11,9,2,2
P0359806,073017  00195,2,16,11,9,7,5,5
C2010186,015010  00001,2,1,6,4,3,7,7
E0735068,073003  00051,2,10,11,9,7,5,5
M0755817,072008  00008,1,2,1,7,1,4,4
E0735154,M0115   00883,1,2,2,7,2,3,3
C1911221,093504 A00051,2,16,13,8,7,8,8
E0725618,036048  00022,1,1,7,11,9,7,7
S0100269,092007  00069,1,4,4,2,2,9,9
M0754067,079097  00029,2,10,11,9,6,5,5
E0724261,079116  00003,2,10,10,10,6,10,10
M0754067,079097  00029,2,10,11,9,6,5,5
S0108085,096200  00133,1,4,4,2,2,9,9
S0108083,096200  00133,1,4,4,2,2,9,9
E0716660,092007  00073,1,4,4,2,2,9,9
E0716594,092007  00073,1,4,4,2,2,9,9
C04748666,063056  00006,1,6,8,11,4,2,2
S0100270,092007  00069,1,4,4,2,2,9,9
C1911221,093504 A00051,2,16,13,8,7,8,8
CB200177,052087  00010,1,6,7,11,9,2,2
CB200173,052041  00001,1,6,7,11,9,2,2
C2010560,075102  00013,2,10,10,10,6,10,10
CZW195001,093700  00164,2,16,13,8,7,5,5
E0646178,094200  00065C,2,16,11,9,7,5,5
E0646178,094200  00065C,2,16,11,9,7,5,5
M0751097,093725 C00035,2,16,13,8,7,5,5
C04777038,085024  00021,1,5,2,3,1,3,3
CE2000103,072047 A00079,1,5,1,3,1,4,4
SC006058,076013  00065,2,10,10,10,6,10,10
E0731555,029048  00017,2,10,15,5,9,7,7
CB200174,054029  00031,1,6,8,11,4,2,2
C04131796,021102  00020,1,1,7,11,9,7,7
E0731393,D0241A A00008,2,16,13,8,7,8,8
SC005894,073031  00014,2,16,11,9,7,5,5
E0729066,093725 C00035,2,16,13,8,7,5,5
SC005796,074034  00141,2,16,11,9,7,5,5
E0734259,096500  00669,1,5,4,2,5,9,9
BC0015548,093520 A00010C,2,16,13,8,7,5,5
E0724571,G0230Q E00007,2,17,9,6,7,1,1
CB190061,085026  00075C,1,5,1,3,1,3,3
C2010316,079041 A00002C,2,10,11,9,6,5,5
E0728242,031051  00029,2,10,7,5,9,7,7
C04720670,073111 C00082,2,10,11,9,7,5,5
CZW175359,054026  00020,1,6,8,11,4,2,2
SC005952,077025  00005,2,10,10,10,6,10,10
C2010558,082062  00208,2,10,10,10,6,10,10
M0753693,031115  00041,2,10,15,5,9,7,7
SC005523,050123  00024,2,10,10,10,6,10,10
E0688838,044090  00032,1,6,7,11,4,2,2
C2010476,D0255G H00054,2,16,13,8,7,8,8
M0751390,069077 H00003,1,2,6,4,3,7,7
E0716579,027037  00020,1,2,6,4,3,7,7
C2010489,059057  00006,2,6,15,5,9,2,2
M0744570,064013  00010,1,6,8,11,4,2,2
C2010569,D0134  T00004,1,2,1,7,1,4,4
M0742991,056031  00003,1,6,8,5,4,2,2
E0688833,044118  00037,1,6,7,11,4,2,2
M0747076,055062  00018,1,6,8,11,4,2,2
E0731615,081078 A00012,2,17,13,8,7,8,8
M0746323,002057 B00005,2,1,6,4,3,7,7
E0696658,001012  00001C,1,1,6,4,3,7,7
E0725610,093400  00555,2,16,13,8,7,5,5
E0725613,093400  00555,2,16,13,8,7,5,5
CB190034,075027  00022C,2,10,10,10,6,10,10
E0726603,016044  00007C,2,1,7,11,9,7,7
M0753576,072109  00029,1,5,1,3,1,4,4
M0739838,050035  00010C,2,10,10,10,6,7,7
P0360492,093417 P00005,2,16,13,8,7,5,5
C2010509,086008  00014,1,5,2,3,1,3,3
SC006146,093100  00100,2,17,13,8,7,5,5
C2010508,085006  00030,1,2,1,3,1,3,3
P0358326,029091  00002,2,6,15,5,9,2,2
C2010570,D0134  T00021,1,2,1,7,1,4,4
P0358587,090058  00248,1,2,1,3,1,3,3
M0746323,002057 B00005,2,1,6,4,3,7,7
C2010492,D0255S I00048,2,16,13,8,7,5,5
SC006011,096522 A00201,1,5,4,2,5,9,9
C2010479,081024  00040,2,17,9,6,7,1,1
C2010504,027003  00014,1,2,6,4,3,7,7
C2010568,D0134  T00033,1,2,1,7,1,4,4
C2010129,086003  00003,1,2,1,3,1,3,3
C2010129,086003  00003,1,2,1,3,1,3,3
SC006144,093500  00289C,2,16,13,8,7,8,8
M0750700,D0209B A00022,1,11,4,2,5,1,1
CB200175,D0114   00012,1,2,1,7,1,4,4
SC006138,093417 K00016,2,16,11,9,7,5,5
CB200103,016048  00012,2,1,7,11,9,7,7
M0747075,075259 E00024,2,10,10,10,6,10,10
CB200173,052041  00001,1,6,7,11,9,2,2
M0755897,072068  00019,1,2,1,3,1,4,4
CB200157,022012  00011,1,2,6,4,3,7,7
C2010553,088002  00003C,1,5,1,3,1,3,3
CB200089,063007  00011,1,6,8,11,4,2,2
CZW200025,044122  00044,1,6,7,11,4,2,2
SC005991,060231  00023C,2,10,11,9,7,5,5
C2010513,078016  00010,2,10,11,9,6,5,5
M0755900,L0150A B00036,1,4,2,2,2,9,9
CE2000093,D0255V G00013,2,16,13,8,7,8,8
E0715744,063011  00038,1,6,8,11,4,2,2
C04681440,093205 G00009,2,17,13,8,7,5,5
SC006040,077004  00010,2,10,10,10,6,10,10
CZW172148,077023  00023,2,10,10,10,6,10,10
C2010092,060211  00020,2,10,11,9,7,5,5
M0737835,056038  00019C,2,15,8,5,4,1,1
E0733754,088026  00029,1,5,1,3,1,3,3
SC006129,082052  00087,2,10,10,10,6,10,10
C04766412,022002  00002,1,2,6,4,3,7,7
E0733753,L0150A B00036,1,4,2,2,2,9,9
CB200113,087005  00070,1,5,2,3,1,3,3
C2010550,079032  00055,2,10,11,9,6,5,5
CB200097,054022  00008,1,6,8,11,4,2,2
C2010564,073055  00024,2,16,11,9,7,5,5
C1910390,075001  00042,2,10,10,10,6,10,10
C04712708,084012  00017,1,5,1,3,1,3,3
C2010555,095204 A00012,1,5,4,2,2,9,9
SC006089,056037  00002C,2,6,8,5,4,2,2
C04777038,085024  00021,1,5,2,3,1,3,3
M0755901,088026  00029,1,5,1,3,1,3,3
SC006152,038049  00007,1,6,7,11,4,2,2
CB190076,091121  00004,1,15,9,6,5,1,1
CE2000108,093200  00375,2,17,13,8,7,5,5
C2010567,D0147B B00010,1,5,2,3,1,3,3
CB200213,072047 A00079,1,5,1,3,1,4,4
C1910399,079032  00055,2,10,11,9,6,5,5
SC006154,028050  00023C,2,6,7,11,9,2,2
CP200042,D0144   00249,1,2,1,7,1,4,4
SC006072,075067  00016,2,10,10,10,6,10,10
C04597452,084010  00116,1,2,1,3,1,3,3
C2010571,079145  00014,2,10,11,9,6,5,5
SC006153,017041  00013,2,1,7,11,9,7,7
C1910274,060222  00171,2,10,11,9,6,5,5
SC006138,093417 K00016,2,16,11,9,7,5,5
C1910281,060222  00173,2,10,11,9,6,5,5
C2010351,054040  00041,1,6,8,11,4,2,2
CBW177441,D0222   00178,1,11,9,6,5,1,1
CB190264,050078  00016C,2,10,10,10,6,7,7
C2010532,093100  00112,2,16,13,8,7,5,5
C1910295,078004  00038,2,10,11,9,6,5,5
CB200064,030005  00019,2,1,7,11,9,7,7
CZW200067,D0148  I00019,1,5,2,7,1,3,3
C1910294,060229  00005,2,10,10,10,6,10,10
CEW172655,070058  00023,1,2,1,7,1,4,4
SC006132,072119  00020C,1,5,1,3,1,4,4
C1910423,050119  00056,2,10,10,10,6,10,10
C1910424,050119  00036,2,10,10,10,6,10,10
C1910293,050119  00060,2,10,10,10,6,10,10
C1910416,,2,10,10,10,6,10,10
CB200154,021088  00021,1,1,7,11,9,7,7
CE2000109,D0104   00509,1,2,1,7,1,4,4
CE2000037,077024  00097,2,10,10,10,6,10,10
SC005825,073041  00109,2,16,11,9,7,5,5
CZW195885,079097  00060,2,10,11,9,6,5,5
SC005895,073032  00002,2,16,11,9,7,5,5
CZW171617,082044  00011,2,10,10,10,6,10,10
CB190070,073110  00062,2,10,11,9,7,5,5
CB190069,073110  00062,2,10,11,9,7,5,5
CB200181,021100  00013,1,1,7,11,9,7,7
CB190067,073110  00062,2,10,11,9,7,5,5
C1910422,,2,10,10,10,6,10,10
CB200160,020033  00018,1,1,7,11,9,7,7
C1910421,,2,10,10,10,6,10,10
C04603432,048011  00024,2,10,15,5,9,7,7
SC006127,093106 E00011C,2,17,13,8,7,5,5
B1113169,079042  00033C,2,10,11,9,6,5,5
CE2000106,D0147  G00003,1,5,2,3,1,3,3
CB190068,073110  00062,2,10,11,9,7,5,5
SC006053,093700  00528,2,16,13,8,7,5,5
C1910420,082044  00011,2,10,10,10,6,10,10
C2010416,059091  00009,2,10,15,5,7,2,2
CSW109004,075099  00033,2,10,10,10,6,10,10
SC005993,047021  00018,2,10,15,5,9,7,7
CSW178375,073008  00016,2,16,11,9,7,5,5
C1910164,069008  00036C,1,2,1,7,1,4,4
C1910164,069008  00036C,1,2,1,7,1,4,4
SC005987,059072  00009,2,6,15,5,9,2,2
C2010416,059091  00009,2,10,15,5,7,2,2
SC005939,033011  00053C,1,6,7,11,9,2,2
SC005599,055001  00005,1,6,7,11,4,2,2
C1911231,070088  00016,1,2,1,7,1,4,4
SC006050,071013  00034,1,2,1,7,1,4,4
C04686404,059034  00029,2,10,15,5,7,2,2
C2010486,031041  00003,2,10,7,5,9,7,7
SC006043,069031  00054C,1,2,1,7,1,4,4
C1911167,069025  00022,1,2,1,7,1,4,4
C1910418,,2,10,10,10,6,10,10
C1911288,075171  00109,2,10,10,10,6,10,10
C1910419,075155  00003,2,10,10,10,6,10,10
C04454618,011037  00001C,2,1,6,4,3,7,7
SC005631,007031  00018,2,1,6,4,3,7,7
CSW179788,088032  00129,1,5,1,3,1,3,3
CSW179788,088032  00129,1,5,1,3,1,3,3
CB160126,047066  00011,2,6,15,5,9,2,2
C2010273,073051  00001,2,16,11,9,7,5,5
C1910417,075147  00012,2,10,10,10,6,10,10
C2010015,087051  00115,1,5,1,3,1,3,3
CZW193305,D0127   00226,1,4,2,1,2,3,3
C1910495,015027  00002,2,10,7,5,9,7,7
CB190257,D0114   00392,1,2,2,7,1,3,3
CB190257,D0114   00392,1,2,2,7,1,3,3
C04686404,059034  00029,2,10,15,5,7,2,2
C1911013,038041  00039,1,6,7,11,4,2,2
CB160126,047066  00011,2,6,15,5,9,2,2
C04686028,074073 E00001,2,16,11,9,7,5,5
C1910415,075105  00063,2,10,10,10,6,10,10
CZW157450,D0207B C00072,1,15,4,2,5,1,1
SC006130,,2,10,10,10,6,10,10
CBW178192,D0242D G00013,2,16,13,8,8,8,8
CZW200861,D0213P C00019,1,15,4,2,5,1,1
CB190061,085026  00075C,1,5,1,3,1,3,3
SC005990,,1,6,8,11,4,2,2
CBW178192,D0242D G00013,2,16,13,8,8,8,8
CB200128,D0147O G00089,1,5,2,7,1,3,3
SC005826,093400  00291,2,16,11,9,7,5,5
CZW172148,077023  00023,2,10,10,10,6,10,10
CZW201291,060193  00023,2,10,11,9,7,5,5
SC005087,073017  00215,2,16,11,9,7,5,5
CZW131985,088004  00006C,1,5,1,3,1,3,3
CZW131985,088004  00006C,1,5,1,3,1,3,3
CSW178375,073008  00016,2,16,11,9,7,5,5
SC006148,073001  00033,2,10,11,9,7,5,5
C2010178,051012  00002,1,1,6,4,3,7,7
C04614424,077024  00073C,2,10,10,10,6,10,10
SC005838,075008  00003,2,10,10,10,6,10,10
SC006139,093417 K00016,2,16,11,9,7,5,5
CZW193822,D0127   00226,1,4,2,1,2,3,3
CB200042,,2,16,13,8,7,5,5
C04682502,044090  00061,1,6,7,11,4,2,2
CB200188,081024  00040,2,17,9,6,7,1,1
C04797542,095204 A00044,1,5,4,2,2,9,9
C2010561,043080  00016,1,5,1,3,1,2,2
CZW198983,D0255U H00040,2,16,13,8,7,8,8
SC005991,060231  00023C,2,10,11,9,7,5,5
SC005089,059016  00099,2,10,15,5,7,2,2
SC005896,078004  00044,2,10,11,9,6,5,5
SC005845,,2,10,10,10,6,10,10
CZW120124,015027  00002,2,10,7,5,9,7,7
C04635066,083016  00014,1,5,1,3,1,4,4
SC005846,050119  00036,2,10,10,10,6,10,10
C1910943,093700  00568C,2,16,13,8,7,5,5
SC005457,073101  00853,2,16,11,9,7,5,5
SC005841,,2,10,10,10,6,10,10
C1911194,081051  00003,2,17,8,5,7,1,1
SC006055,071014  00033,1,2,1,7,1,4,4
C1911094,055028  00003,1,6,7,11,4,2,2
C2010284,093725 B00050,2,16,13,8,7,5,5
C2010557,D0255N K00060,2,16,13,8,7,5,5
SC005842,075105  00063,2,10,10,10,6,10,10
C2010295,092007  00027,1,4,4,2,2,9,9
CZW43780,090058  00246C,1,2,1,3,1,3,3
C2010566,076065  00025,2,10,10,10,6,10,10
C03231080,005027  00036,2,1,6,4,3,7,7
C2010123,079059  00004,2,10,10,10,6,10,10
C2010074,093500  00618,2,16,13,8,7,8,8
C2010566,076065  00025,2,10,10,10,6,10,10
C04749656,070094  00004C,1,2,1,7,1,4,4
C2010462,071052  00115,1,2,1,7,1,4,4
C04510342,085026  00053,1,5,1,3,1,3,3
C2010462,071052  00115,1,2,1,7,1,4,4
C2010105,023006  00004,2,1,6,4,3,7,7
C04696044,060052  00001,2,10,15,10,6,7,7
SC005844,,2,10,10,10,6,10,10
C04627222,089007  00016,1,15,4,2,5,1,1
C03231080,005027  00036,2,1,6,4,3,7,7
C2010284,093725 B00050,2,16,13,8,7,5,5
C04022862,068071  00039,1,15,8,11,4,1,1
C2010178,051012  00002,1,1,6,4,3,7,7
C2010497,095300  00035,1,5,4,2,2,3,3
C04759240,074014  00022C,2,16,11,9,7,5,5
C2010155,079041 A00016,2,10,11,9,6,5,5
C2010143,079041 A00016,2,10,11,9,6,5,5
SC005810,079041 A00016,2,10,11,9,6,5,5
CB200110,029016  00017,2,10,7,5,9,7,7
C2010255,013055  00028,2,10,15,10,6,7,7
SC006013,033045  00016,1,6,7,11,9,2,2
C2010506,039046  00018C,1,2,6,4,3,7,7
C2010137,079009  00048,2,10,11,9,6,5,5
C2010192,D0147O G00089,1,5,2,7,1,3,3
C2010435,063059  00009,1,6,8,11,4,2,2
CB200171,041020  00138,1,2,7,3,9,7,7
C04646406,018015  00009C,2,1,6,4,3,7,7
C2010435,063059  00009,1,6,8,11,4,2,2
C02654456,086030  00012,1,5,2,3,1,3,3
SC005800,069036  00001,1,2,1,7,1,4,4
C02654456,086030  00012,1,5,2,3,1,3,3
CP190070,050086  00009C,2,10,10,10,6,7,7
C1911213,059019  00004,2,10,15,5,7,2,2
SC005798,069032  00001C,1,2,1,7,1,4,4
SC005799,069031  00006,1,2,1,7,1,4,4
C03790082,084023  00046C,1,5,1,3,1,3,3
CB180104,D0255   00077,2,16,13,8,7,8,8
C2010077,078045  00011,2,10,11,9,6,5,5
SC005967,031119  00004,2,10,15,5,9,7,7
CBW06213,047033  00022C,2,10,15,5,7,2,2
CB180104,D0255   00077,2,16,13,8,7,8,8
CB190171,072100  00023,1,2,1,3,1,4,4
SC005967,031119  00004,2,10,15,5,9,7,7
CBW06213,047033  00022C,2,10,15,5,7,2,2
C2010025,058155  00003,2,16,15,5,7,2,2
C1910249,043051  00017C,1,5,1,3,1,2,2
CB200145,011004  00013,2,1,6,4,3,7,7
CB200084,014010  00001,2,10,6,10,6,7,7
SC005795,072119  00021,1,5,1,3,1,4,4
C1911232,079042  00064,2,10,11,9,6,5,5
SC005727,037001  00007,1,6,7,11,9,2,2
CB200060,053103  00026,1,5,1,3,1,2,2
C1910461,060076  00035,2,10,15,10,6,7,7
C1910966,096503 A00071,1,15,4,2,5,1,1
SC005843,075147  00012,2,10,10,10,6,10,10
C1910641,065006  00016,2,6,8,5,4,2,2
C1910875,065017  00030,2,6,8,5,4,2,2
C1910875,065017  00030,2,6,8,5,4,2,2
C1910249,043051  00017C,1,5,1,3,1,2,2
C1910249,043051  00017C,1,5,1,3,1,2,2
C1910966,096503 A00071,1,15,4,2,5,1,1
C1710087,077068  00011C,2,10,10,10,6,10,10
C1910641,065006  00016,2,6,8,5,4,2,2
C1710087,077068  00011C,2,10,10,10,6,10,10
C1910373,047059  00001,2,6,15,5,9,2,2
C1910390,075001  00042,2,10,10,10,6,10,10
C1910508,049061  00024,2,10,15,10,6,7,7
SC005838,075008  00003,2,10,10,10,6,10,10
C1910500,,2,10,15,5,9,7,7
C1910381,049009  00039,2,10,15,10,6,7,7
C1910509,049066  00025,2,10,15,10,6,7,7
C1910382,049010  00017,2,10,15,10,6,7,7
C1910445,059019  00008,2,10,15,5,7,2,2
SC005820,073040  00024C,2,16,11,9,7,5,5
C1910376,059019  00003,2,10,15,5,7,2,2
C1910507,049061  00024,2,10,15,10,6,7,7
SC005864,089022  00006,1,15,4,2,5,1,1
C1910511,034027  00011,2,10,15,10,6,7,7
C1910374,047061  00041,2,6,15,5,9,2,2
SC005821,001129  00003,1,1,6,4,3,7,7
C1910372,047020  00001C,2,10,15,5,9,7,7
SC005871,089022  00006,1,15,4,2,5,1,1
C1910499,031060  00018,2,10,7,5,9,7,7
C1910444,031047  00006,2,10,7,5,9,7,7
C1910495,015027  00002,2,10,7,5,9,7,7
C1910375,047073  00039,2,6,15,5,9,2,2
SC005863,089022  00006,1,15,4,2,5,1,1
C1910486,,2,10,10,10,6,7,7
C1910370,,2,10,10,10,6,7,7
C1910477,,2,10,10,10,6,7,7
C1910476,,2,10,10,10,6,7,7
C1910358,042029  00044,1,5,7,3,9,2,2
SC005877,089022  00006,1,15,4,2,5,1,1
C1910473,,2,10,10,10,6,7,7
SC005876,089022  00006,1,15,4,2,5,1,1
SC005870,089022  00006,1,15,4,2,5,1,1
SC005874,089022  00006,1,15,4,2,5,1,1
SC005865,089022  00006,1,15,4,2,5,1,1
SC005862,089022  00006,1,15,4,2,5,1,1
SC005878,089022  00006,1,15,4,2,5,1,1
SC005852,089022  00006,1,15,4,2,5,1,1
C1910304,021048  00019,1,2,6,4,3,7,7
SC005872,089022  00006,1,15,4,2,5,1,1
SC005852,073040  00024C,2,16,11,9,7,5,5
SC005866,089022  00006,1,15,4,2,5,1,1
SC005875,089022  00006,1,15,4,2,5,1,1
SC005869,089022  00006,1,15,4,2,5,1,1
C1910313,041046  00014C,1,5,7,3,9,2,2
C1910311,041042  00006,1,5,7,3,9,2,2
C1910310,041001  00197,1,2,7,3,9,7,7
SC005850,021051  00053C,1,2,6,4,3,7,7
C1910308,027013  00005,1,2,6,4,3,7,7
C1910306,022028  00014,1,1,6,4,3,7,7
C1910305,021065  00008,1,2,7,3,9,7,7
C1910296,060104  00020,2,10,15,5,9,7,7
C1910314,042028  00036,1,5,7,3,9,2,2
C1910307,022032  00030,1,1,6,4,3,7,7
C1910361,042051  00001,1,5,7,3,9,2,2
C1910295,078004  00038,2,10,11,9,6,5,5
C1910297,050089  00006,2,10,10,10,6,7,7
C1910290,026007  00003,2,10,6,10,6,7,7
C1910291,026076  00002,2,10,6,10,6,7,7
C1910288,051013  00004,1,1,6,4,3,7,7
C1910285,060148  00093,2,10,15,5,6,7,7
C1910355,011017  00002,2,1,6,4,3,7,7
C1910302,001055  00003,1,1,6,4,3,7,7
C1910294,060229  00005,2,10,10,10,6,10,10
SC005822,,2,10,10,10,6,7,7
C1910293,050119  00060,2,10,10,10,6,10,10
C1910303,001079  00001,1,1,6,4,3,7,7
C1910315,042056  00001C,1,5,7,3,9,2,2
C1910360,042049  00038,1,5,7,3,9,2,2
C1910475,024046  00014,2,10,10,10,6,7,7
C1910354,024040  00017,2,10,10,10,6,7,7
C1910353,024038  00024,2,10,10,10,6,7,7
C1910352,024036  00001,2,10,6,10,6,7,7
C1910350,012058  00010C,2,10,6,10,6,7,7
C1910446,011034  00001,2,1,6,4,3,7,7
C1910447,011035  00007,2,1,6,4,3,7,7
C1910448,011037  00015,2,1,6,4,3,7,7
C1910450,011037  00025,2,1,6,4,3,7,7
C1910483,,1,6,7,11,9,2,2
C1910317,043016  00014,1,5,7,3,9,2,2
C1910343,039046  00001C,1,2,6,4,3,7,7
C1910345,040001  00093,1,2,6,4,3,7,7
C1910449,013035  00010,2,1,6,4,3,7,7
C1910318,043018  00043C,1,5,7,3,9,2,2
C1910351,012058  00010C,2,10,6,10,6,7,7
C04501738,081093  00026,2,16,13,8,8,8,8
C04074872,077068  00015,2,10,10,10,6,10,10
C1910363,052025  00003,1,6,7,11,9,2,2
C2010071,D0138   00180,1,2,2,7,2,3,3
CZW158584,060107  00030,2,10,15,5,6,7,7
CZW158584,060107  00030,2,10,15,5,6,7,7
CZW158581,060107  00028,2,10,15,5,6,7,7
CBW98434,D0134   00072,1,2,1,7,1,4,4
CB190245,D0134  M00005,1,2,1,7,1,4,4
C1810338,088064  00016,1,5,1,3,1,2,2
C1810338,088064  00016,1,5,1,3,1,2,2
C1012285,059034  00028,2,10,15,5,7,2,2
C1910330,060071  00015,2,10,15,10,6,7,7
C1910325,060053  00040,2,10,15,10,6,7,7
CZW178980,031110  00001,2,10,15,5,9,7,7
