NUMBER_KEY,PARCELID,ELEV_ZONE,BLDG_ZONE,ELEC_ZONE,MECH_ZONE,PLMB_ZONE,SIGN_ZONE,ENFC_ZONE
CB190264,050078 00016C,2,10,10,10,6,7,7
S0108761,093500 00358C,2,16,13,8,7,8,8
SC006051,093723 M00006,2,16,13,8,7,8,8
SC005821,001129  00003,1,1,6,4,3,7,7
C2010053,093500 00341,2,16,13,8,7,8,8
C2010053,093500 00341,2,16,13,8,7,8,8
M0747731,081026 A00134,2,17,9,6,7,1,1
C2010351,054040 00041,1,6,8,11,4,2,2
CZW183023,D0213R C00058,1,15,4,2,5,1,1
M0750498,027029 00034,1,1,6,4,3,7,7
C1910450,011037 00025,2,1,6,4,3,7,7
E20001173,093500 00557,2,16,13,8,7,8,8
C2010074,093500 00618,2,16,13,8,7,8,8
C2010074,093500 00618,2,16,13,8,7,8,8
E0699085,D0213   00022,1,15,4,2,5,1,1
E0699084,D0213   00022,1,15,4,2,5,1,1
CZW193305,D0127   00226,1,4,2,1,2,3,3
M0753876,093523 N00034,2,16,13,8,7,8,8
CZW184707,D0255B C00026,2,16,13,8,7,8,8
CE2000093,D0255V G00013,2,16,13,8,7,8,8
M0746156,D0241G K00051,2,16,13,8,7,8,8
C1910343,039046 00001C,1,2,6,4,3,7,7
BD012185,025046 00006,2,10,15,10,6,7,7
C04764666,077031 00146,2,10,10,10,6,10,10
CZW200861,D0213P C00019,1,15,4,2,5,1,1
E0728386,D0208E I00052,1,15,4,2,5,1,1
CB200164,D0241F C00018,2,16,13,8,7,8,8
C1910448,011037 00015,2,1,6,4,3,7,7
C1910447,011035 00007,2,1,6,4,3,7,7
SC005498,091001  00001,1,15,9,6,5,1,1
M0627055,M0115G A00152,1,2,2,7,2,3,3
C1910446,011034 00001,2,1,6,4,3,7,7
CE2000029,036037 00009,1,1,7,11,9,7,7
M0724841,G0220   00477,1,15,9,6,5,1,1
M0725376,G0220   00477,1,15,9,6,5,1,1
M0725377,G0220   00477,1,15,9,6,5,1,1
M0735607,G0220   00477,1,15,9,6,5,1,1
M0746122,096919 B00057,1,15,4,2,5,1,1
BC0014843,D0117   00177,1,4,2,1,2,9,9
P0335916,M0115M H00002C,1,2,2,7,1,3,3
C1910294,060229 00005,2,10,10,10,6,10,10
C1910308,027013 00005,1,2,6,4,3,7,7
E0706895,002086 A00030,2,1,6,4,3,7,7
CZW192122,045114 00033,2,6,8,5,4,2,2
C1910966,096503 A00071,1,15,4,2,5,1,1
C1910966,096503 A00071,1,15,4,2,5,1,1
E0699336,096508  00498,1,5,4,2,5,9,9
E0699335,096508  00498,1,5,4,2,5,9,9
E0699335,096508  00498,1,5,4,2,5,9,9
C1710087,077068 00011C,2,10,10,10,6,10,10
C1710087,077068 00011C,2,10,10,10,6,10,10
M0746141,D0242D G00050,2,16,13,8,8,8,8
CBW178192,D0242D G00013,2,16,13,8,8,8,8
CBW178192,D0242D G00013,2,16,13,8,8,8,8
C2010414,D0134W F00016,1,2,1,7,1,4,4
CZW200839,D0134W F00016,1,2,1,7,1,4,4
CSW175688,091009  00005,1,15,4,2,5,1,1
E0731164,G0231M A00030,2,17,9,6,8,8,8
M0752787,G0231M A00030,2,17,9,6,8,8,8
CPW199847,096507 G00005,1,11,4,2,5,9,9
SC006114,091033 A00003C,1,15,9,6,5,1,1
CB190037,D0134 D00072,1,2,1,7,1,4,4
E0715511,096507  00668,1,11,4,2,5,9,9
CB190257,D0114   00392,1,2,2,7,1,3,3
CB190257,D0114   00392,1,2,2,7,1,3,3
CB190245,D0134 M00005,1,2,1,7,1,4,4
C2010469,D0223D B00023,1,17,9,6,5,1,8
C1911013,038041 00039,1,6,7,11,4,2,2
P0358207,021043 00024,1,1,6,4,3,7,7
CB200084,014010 00001,2,10,6,10,6,7,7
E0730358,036044 00012,1,1,7,11,9,7,7
SC005748,058001 00015,2,6,8,5,4,2,2
M0710746,032008 00013,2,1,6,4,3,7,7
M0710746,032008 00013,2,1,6,4,3,7,7
CB200110,029016 00017,2,10,7,5,9,7,7
CB200110,029016 00017,2,10,7,5,9,7,7
C2010445,D0134 U00007C,1,2,1,7,1,4,4
C04784190,038092 00006,1,6,7,11,4,2,2
CB200157,022012 00011,1,2,6,4,3,7,7
P0360485,D0119   00336,1,4,2,1,2,9,9
CE2000086,044016 00022,1,6,7,11,9,2,2
CSW4349490,056037 00014,2,6,8,5,4,2,2
M0755054,G0232J B00004,1,17,9,6,8,8,8
CZW197099,058051 00018,2,6,8,5,4,2,2
SC005793,075039 00044,2,10,10,10,6,10,10
C1910291,026076 00002,2,10,6,10,6,7,7
CE2000085,044016 00022,1,6,7,11,9,2,2
E0724651,D0209I B00016,1,11,4,2,5,9,9
M0746173,D0209I B00016,1,11,4,2,5,9,9
C1911178,013033 00025C,2,10,6,10,6,7,7
C1911178,013033 00025C,2,10,6,10,6,7,7
C2010446,D0134 U00021,1,2,1,7,1,4,4
E0732342,D0108   00534C,1,4,2,1,2,9,9
B1115777,G0243   00110,2,17,13,8,8,8,8
M0746159,L0159H N00030,1,4,4,2,2,9,9
E0710545,L0159H N00030,1,4,4,2,2,9,9
E0725147,061019 00005,2,6,15,5,9,2,2
CZW200501,D0213Q D00033,1,15,4,2,5,1,1
E0728291,D0129U A00006,1,4,2,1,2,9,9
